1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,...16,reordonnés pour match fct,...18,...19,...20,...21,...22,...23,...24,...25,for tests
NA,NA,ICAO_TYPE_CODE,AC_CATEGORY,EQV_TYPE,EQV_NAME,ICAO_ENGINE_DESC,CO2_COEFF,MASS,BAND_FROM_NM,BAND_TO_NM,BAND_FLOOR_NM,FUEL_TOT,FUEL_TOT_MARG_RATE,CORR_FACTOR,range 0,BreakPoint_1,BreakPoint_2,range 99999,Slope_1,Slope_2,Slope_3,Intercept_1,Intercept_2,Intercept_3,NB_equations
NA,NA,AT73,Turbo Prop,AO EQV,AT72,T,3.15,21825,0,999999,0,NA,NA,0.98912261413715297,0,300,999999,999999,2.25016268729143,2.3811235590508302,NA,171.432717448343,132.14445592052499,NA,2
NA,NA,AT75,Turbo Prop,AO SAMPLE,AT75,T,3.15,22926,0,999999,0,NA,NA,1,0,135,300,999999,3.07493621131982,2.48471046011506,2.6124926825111698,78.843214598501206,158.523691011143,120.189024292312,3
NA,NA,AT76,Turbo Prop,AO SAMPLE,AT76,T,3.15,23120,0,999999,0,NA,NA,1,0,300,999999,999999,2.53420144128699,2.38197418703579,NA,166.907614160977,212.575790436338,NA,2
NA,NA,AT8T,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,7217,0,999999,0,NA,NA,1,0,999999,NA,999999,1.0428457166510801,NA,NA,118.94194580169599,NA,NA,1
NA,NA,ATL,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,580,0,999999,0,NA,NA,1,0,999999,NA,999999,0.45343921773090501,NA,NA,167.70757796445301,NA,NA,1
NA,NA,ATLA,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,43858,0,999999,0,NA,NA,1,0,999999,NA,999999,4.3646642850381703,NA,NA,302.78709885657099,NA,NA,1
NA,NA,ATP,Turbo Prop,AO SAMPLE,ATP,T,3.15,23533,0,999999,0,NA,NA,1,0,200,500,999999,2.7710642358812301,2.74112928759493,2.32150308268651,145.172026088422,151.15901574568201,360.97211819988797,3
NA,NA,AVID,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,1805,0,999999,0,NA,NA,1,0,999999,NA,999999,0.55797370885773201,NA,NA,183.20935281797699,NA,NA,1
NA,NA,B06,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,1597,0,999999,0,NA,NA,1,0,999999,NA,999999,0.53326156757002297,NA,NA,90.739148462395804,NA,NA,1
NA,NA,B06T,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,1745,0,999999,0,NA,NA,1,0,999999,NA,999999,0.54671605915144295,NA,NA,91.483783671435205,NA,NA,1
NA,NA,B1,Heavy Jet,REG AVG_FUEL_PER_NM,Heavy Jet,J,3.15,216320,0,999999,0,NA,NA,1,0,999999,NA,999999,11.9286085820371,NA,NA,1399.29020825916,NA,NA,1
NA,NA,B103,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,1805,0,999999,0,NA,NA,1,0,999999,NA,999999,0.55797370885773201,NA,NA,183.20935281797699,NA,NA,1
NA,NA,B105,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,2410,0,999999,0,NA,NA,1,0,999999,NA,999999,0.60698407361818096,NA,NA,94.819300682928898,NA,NA,1
NA,NA,B17,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,26645,0,999999,0,NA,NA,1,0,999999,NA,999999,2.67767718607436,NA,NA,497.54738331719602,NA,NA,1
NA,NA,B190,Turbo Prop,AO SAMPLE,B190,T,3.15,7613,0,999999,0,NA,NA,1,0,999999,NA,999999,1.31495748359798,NA,NA,58.411651145368502,NA,NA,1
NA,NA,B2,Heavy Jet,REG AVG_FUEL_PER_NM,Heavy Jet,J,3.15,171125,0,999999,0,NA,NA,1,0,999999,NA,999999,9.88482312227395,NA,NA,1062.2239910273099,NA,NA,1
NA,NA,B209,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,845,0,999999,0,NA,NA,1,0,999999,NA,999999,0.47605280152568802,NA,NA,171.06102313684801,NA,NA,1
NA,NA,B212,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,5127,0,999999,0,NA,NA,1,0,999999,NA,999999,0.85328510615506903,NA,NA,108.45076492219999,NA,NA,1
NA,NA,B214,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,6501,0,999999,0,NA,NA,1,0,999999,NA,999999,0.97789206691312802,NA,NA,115.34710356943501,NA,NA,1
NA,NA,B222,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,3705,0,999999,0,NA,NA,1,0,999999,NA,999999,0.72438419524035502,NA,NA,101.31677876126,NA,NA,1
NA,NA,B230,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,3821,0,999999,0,NA,NA,1,0,999999,NA,999999,0.73495830393056305,NA,NA,101.90199995578,NA,NA,1
NA,NA,B24,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,29257,0,999999,0,NA,NA,1,0,999999,NA,999999,2.9005703214402998,NA,NA,530.60096365793504,NA,NA,1
NA,NA,B25,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,13060,0,999999,0,NA,NA,1,0,999999,NA,999999,1.51842753137019,NA,NA,325.63831337733001,NA,NA,1
NA,NA,B26,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,15426,0,999999,0,NA,NA,1,0,999999,NA,999999,1.7203535251858499,NA,NA,355.58260506003302,NA,NA,1
NA,NA,B350,Turbo Prop,AO SAMPLE,B350,T,3.15,6960,0,999999,0,NA,NA,1,0,999999,NA,999999,0.94971063140848999,NA,NA,145.01398782824199,NA,NA,1
NA,NA,B36T,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,1750,0,999999,0,NA,NA,1,0,999999,NA,999999,0.54716349431471201,NA,NA,91.508546849910999,NA,NA,1
NA,NA,B37M,Jet <90T,AO EQV,B38M,J,3.15,80645,0,999999,0,NA,NA,1.0203923366587599,0,300,800,999999,5.4631863255214297,4.4824812858040097,5.06888446073041,516.873793249301,811.08530516452697,341.96276522340298,3
NA,NA,B38M,Jet <90T,AO SAMPLE,B38M,J,3.15,79033,0,999999,0,NA,NA,1,0,300,800,999999,5.4631863255214297,4.4824812858040097,5.06888446073041,516.873793249301,811.08530516452697,341.96276522340298,3
NA,NA,B39M,Jet <90T,AO EQV,B38M,J,3.15,88445,0,999999,0,NA,NA,1.1190848808454801,0,300,800,999999,5.4631863255214297,4.4824812858040097,5.06888446073041,516.873793249301,811.08530516452697,341.96276522340298,3
NA,NA,B3XM,Jet <90T,AO EQV,B38M,J,3.15,89780,0,999999,0,NA,NA,1.1359764893697499,0,300,800,999999,5.4631863255214297,4.4824812858040097,5.06888446073041,516.873793249301,811.08530516452697,341.96276522340298,3
NA,NA,B407,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,2374,0,999999,0,NA,NA,1,0,999999,NA,999999,0.60370699515898096,NA,NA,94.637931659154404,NA,NA,1
NA,NA,B412,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,5444,0,999999,0,NA,NA,1,0,999999,NA,999999,0.88209434536609699,NA,NA,110.045204498928,NA,NA,1
NA,NA,B427,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,2880,0,999999,0,NA,NA,1,0,999999,NA,999999,0.64957181556620802,NA,NA,97.176307778743293,NA,NA,1
NA,NA,B429,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,3413,0,999999,0,NA,NA,1,0,999999,NA,999999,0.69792314739447603,NA,NA,99.852299202528798,NA,NA,1
NA,NA,B430,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,4191,0,999999,0,NA,NA,1,0,999999,NA,999999,0.76844797983642599,NA,NA,103.755477039467,NA,NA,1
NA,NA,B461,"Jet <43,3T",AO EQV,B462,J,3.15,37134,0,999999,0,NA,NA,0.89314598140804202,0,200,999999,999999,4.5538023243939598,5.3489102093752097,NA,798.02208394894899,639.00050695269795,NA,2
NA,NA,B462,"Jet <43,3T",AO SAMPLE,B462,J,3.15,41576,0,999999,0,NA,NA,1,0,200,999999,999999,4.5538023243939598,5.3489102093752097,NA,798.02208394894899,639.00050695269795,NA,2
NA,NA,B463,Jet <90T,AO SAMPLE,B463,J,3.15,43631,0,999999,0,NA,NA,1,0,250,999999,999999,5.1345695291304203,5.6109225813385102,NA,788.956735637821,669.86847258579996,NA,2
NA,NA,B47G,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,1280,0,999999,0,NA,NA,1,0,999999,NA,999999,0.51317321266052096,NA,NA,176.56573502360999,NA,NA,1
NA,NA,B505,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,1620,0,999999,0,NA,NA,1,0,999999,NA,999999,0.53537761461827105,NA,NA,90.856260515762798,NA,NA,1
NA,NA,B52,Heavy Jet,REG AVG_FUEL_PER_NM,Heavy Jet,J,3.15,220500,0,999999,0,NA,NA,1,0,999999,NA,999999,12.1176344305117,NA,NA,1430.46482465542,NA,NA,1
NA,NA,B58T,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,2876,0,999999,0,NA,NA,1,0,999999,NA,999999,0.64937932706467005,NA,NA,196.76420249981101,NA,NA,1
NA,NA,B60,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,1190,0,999999,0,NA,NA,1,0,999999,NA,999999,0.50549312759814202,NA,NA,175.426829116004,NA,NA,1
NA,NA,B609,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,7605,0,999999,0,NA,NA,1,0,999999,NA,999999,1.07798138371983,NA,NA,120.886519822509,NA,NA,1
NA,NA,B701,Heavy Jet,REG AVG_FUEL_PER_NM,Heavy Jet,J,3.15,117045,0,999999,0,NA,NA,1,0,999999,NA,999999,7.4392446807650696,NA,NA,658.89306884790403,NA,NA,1
NA,NA,B703,Heavy Jet,REG AVG_FUEL_PER_NM,Heavy Jet,J,3.15,147679,0,999999,0,NA,NA,1,0,999999,NA,999999,8.8245608186380604,NA,NA,887.362876200963,NA,NA,1
NA,NA,B712,Jet <90T,AO EQV,MD87,J,3.15,51307,0,999999,0,NA,NA,0.83081913190644396,0,999999,NA,999999,6.2776969979781398,NA,NA,902.78449212535099,NA,NA,1
NA,NA,B720,Heavy Jet,REG AVG_FUEL_PER_NM,Heavy Jet,J,3.15,99405,0,999999,0,NA,NA,1,0,999999,NA,999999,6.6415375116042696,NA,NA,527.333204438792,NA,NA,1
NA,NA,B721,Jet <90T,ANCAT WITH NEW MODEL,ANCAT,J,3.15,77382,0,999999,0,NA,NA,1,0,999999,NA,999999,7.5661387585304096,NA,NA,1096.72374207545,NA,NA,1
NA,NA,B722,Jet <90T,ANCAT WITH NEW MODEL,ANCAT,J,3.15,86773,0,999999,0,NA,NA,1,0,999999,NA,999999,8.2436337795092296,NA,NA,1199.30843845814,NA,NA,1
NA,NA,B731,Jet <90T,AO EQV,B732,J,3.15,47045,0,999999,0,NA,NA,0.87773256791174303,0,999999,NA,999999,6.4064277998744998,NA,NA,1029.1160695594899,NA,NA,1
NA,NA,B732,Jet <90T,AO SAMPLE,B732,J,3.15,53598,0,999999,0,NA,NA,1,0,999999,NA,999999,6.4064277998744998,NA,NA,1029.1160695594899,NA,NA,1
NA,NA,B733,Jet <90T,AO SAMPLE,B733,J,3.15,60189,0,999999,0,NA,NA,1,0,200,500,999999,6.7184910076407798,5.4678992904174999,6.0358994133039401,687.116107883469,937.23445132812401,653.23438988490705,3
NA,NA,B734,Jet <90T,AO SAMPLE,B734,J,3.15,65641,0,999999,0,NA,NA,1,0,250,999999,999999,6.1919362386309,6.2282483661825196,NA,749.37578289824398,740.29775101033999,NA,2
NA,NA,B735,Jet <90T,AO SAMPLE,B735,J,3.15,55229,0,999999,0,NA,NA,1,0,200,850,999999,6.4714249672902504,5.4381343440053902,5.6647215771023696,640.29656889083003,846.954693547803,654.35554541537499,3
NA,NA,B736,Jet <90T,AO SAMPLE,B736,J,3.15,59962,0,999999,0,NA,NA,1,0,300,999999,999999,5.3758366240650197,4.8259403647102301,NA,585.745038629757,750.71391643619597,NA,2
NA,NA,B737,Jet <90T,AO SAMPLE,B737,J,3.15,65754,0,999999,0,NA,NA,1,0,210,1000,999999,6.6294706991527699,4.7477114649005001,5.5164953899234996,550.25729187342495,945.42673106640098,176.64280604340499,3
NA,NA,B738,Jet <90T,AO SAMPLE,B738,J,3.15,75230,0,999999,0,NA,NA,1,0,375,1450,999999,6.1389568939683103,5.4389641479227597,5.8264284571809304,664.42296268019004,926.92024244727395,365.09699402293302,3
NA,NA,B739,Jet <90T,AO SAMPLE,B739,J,3.15,81882,0,999999,0,NA,NA,1,0,480,999999,999999,5.0166211365097997,6.0392159249047799,NA,1279.4512410782099,788.60574264862498,NA,2
NA,NA,B741,Heavy Jet,AO EQV,B742,J,3.15,336649,0,999999,0,NA,NA,0.89919404916733003,0,999999,NA,999999,25.632736999999999,NA,NA,3413.0282438416298,NA,NA,1
NA,NA,B742,Heavy Jet,AO SAMPLE,B742,J,3.15,374389,0,999999,0,NA,NA,1,0,999999,NA,999999,25.632736999999999,NA,NA,3413.0282438416298,NA,NA,1
NA,NA,B743,Heavy Jet,AO EQV,B744,J,3.15,373412,0,999999,0,NA,NA,0.94991797924032295,0,3125,4333,999999,22.311551252708,18.3740983829159,26.1540089928829,3324.5130237447802,15629.0532418451,-18081.299431141899,3
NA,NA,B744,Heavy Jet,AO SAMPLE,B744,J,3.15,393099,0,999999,0,NA,NA,1,0,3125,4333,999999,22.311551252708,18.3740983829159,26.1540089928829,3324.5130237447802,15629.0532418451,-18081.299431141899,3
NA,NA,B748,Heavy Jet,AO SAMPLE,B748,J,3.15,444831,0,999999,0,NA,NA,1,0,3245,6000,999999,19.7369184842903,23.382287165737299,21.410419919341798,4134.6914406156402,-7694.5299306798497,4136.6735476928798,3
NA,NA,B74D,Heavy Jet,AO EQV,B744,J,3.15,395455,0,999999,0,NA,NA,1.0059935855570401,0,3125,4333,999999,22.311551252708,18.3740983829159,26.1540089928829,3324.5130237447802,15629.0532418451,-18081.299431141899,3
NA,NA,B74R,Heavy Jet,AO EQV,B744,J,3.15,332937,0,999999,0,NA,NA,0.846954739210798,0,3125,4333,999999,22.311551252708,18.3740983829159,26.1540089928829,3324.5130237447802,15629.0532418451,-18081.299431141899,3
NA,NA,B74S,Heavy Jet,AO EQV,B744,J,3.15,300994,0,999999,0,NA,NA,0.76569557531796995,0,3125,4333,999999,22.311551252708,18.3740983829159,26.1540089928829,3324.5130237447802,15629.0532418451,-18081.299431141899,3
NA,NA,B752,Heavy Jet,AO SAMPLE,B752,J,3.15,107107,0,999999,0,NA,NA,1,0,1800,999999,999999,7.2503053683429899,8.6417489202356599,NA,1494.1598716331,-1010.43852177371,NA,2
NA,NA,B753,Heavy Jet,AO EQV,B752,J,3.15,118840,0,999999,0,NA,NA,1.10953581129525,0,1800,999999,999999,7.2503053683429899,8.6417489202356599,NA,1494.1598716331,-1010.43852177371,NA,2
NA,NA,B762,Heavy Jet,AO SAMPLE,B762,J,3.15,156004,0,999999,0,NA,NA,1,0,3430,999999,999999,9.98633052096433,10.1979218513994,NA,1277.6869380462099,551.92867465381096,NA,2
NA,NA,B763,Heavy Jet,AO SAMPLE,B763,J,3.15,181847,0,999999,0,NA,NA,1,0,1100,2200,999999,10.059666640439101,11.6227804107621,10.160027890218601,1572.8356631894901,-146.58948416585301,3071.4660610298001,3
NA,NA,B764,Heavy Jet,AO SAMPLE,B764,J,3.15,204020,0,999999,0,NA,NA,1,0,3080,3800,999999,11.602320797451901,13.806719140058499,9.8597410397183705,1396.83231240745,-5392.7145828206803,9605.8021984716997,3
NA,NA,B772,Heavy Jet,AO SAMPLE,B772,J,3.15,284161,0,999999,0,NA,NA,1,0,750,4550,999999,12.2797207979373,14.2495284916596,16.5031216286336,2621.9331232427498,1144.57735295104,-9109.2714202803909,3
NA,NA,B773,Heavy Jet,AO EQV,B77W,J,3.15,321575,0,999999,0,NA,NA,0.926136071325104,0,850,4000,999999,13.799279319430299,16.5801764392845,19.766987725936701,3667.2439832516002,1303.4814313755901,-11443.763715233301,3
NA,NA,B779,Heavy Jet,REG AVG_FUEL_PER_NM,Heavy Jet,J,3.15,351125,0,999999,0,NA,NA,1,0,999999,NA,999999,18.024692195343398,NA,NA,2404.6715870386502,NA,NA,1
NA,NA,B77L,Heavy Jet,AO SAMPLE,B77L,J,3.15,347651,0,999999,0,NA,NA,1,0,2400,4000,999999,14.8996064245458,20.935969621714101,14.181629108070799,2314.6687442106299,-12172.6029289935,14844.7591255799,3
NA,NA,B77W,Heavy Jet,AO SAMPLE,B77W,J,3.15,347222,0,999999,0,NA,NA,1,0,850,4000,999999,13.799279319430299,16.5801764392845,19.766987725936701,3667.2439832516002,1303.4814313755901,-11443.763715233301,3
NA,NA,B788,Heavy Jet,AO SAMPLE,B788,J,3.15,226614,0,999999,0,NA,NA,1,0,1100,4590,999999,9.7109897808946908,10.5501070339603,10.6068156690799,1533.8406972436001,610.81171887138998,350.51908367257101,3
NA,NA,B789,Heavy Jet,AO SAMPLE,B789,J,3.15,251468,0,999999,0,NA,NA,1,0,600,4500,999999,9.0014252833196604,10.686455441424499,13.660557821361699,2531.9601514794499,1520.94205661655,-11862.5186531008,3
NA,NA,B78X,Heavy Jet,AO SAMPLE,B78X,J,3.15,252392,0,999999,0,NA,NA,1,0,2945,999999,999999,11.8010915106679,11.1464024405582,NA,2066.5389382144699,3994.5982496874999,NA,2
NA,NA,BA11,"Jet <43,3T",ANCAT WITH NEW MODEL,ANCAT,J,3.15,42786,0,999999,0,NA,NA,1,0,999999,NA,999999,4.7128694884151097,NA,NA,724.11676845746103,NA,NA,1
NA,NA,BALL,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",-,3.15,974,0,999999,0,NA,NA,1,0,999999,NA,999999,0.48703077435417902,NA,NA,172.68898402612899,NA,NA,1
NA,NA,BASS,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,3209,0,999999,0,NA,NA,1,0,999999,NA,999999,0.67777355424435004,NA,NA,200.974878919953,NA,NA,1
NA,NA,BCS1,Jet <90T,AO SAMPLE,BCS1,J,3.15,58013,0,999999,0,NA,NA,1,0,250,500,999999,5.2045312715765402,4.2686577442039502,4.1168963652697403,449.944532800339,683.91291464348706,759.79360411059304,3
NA,NA,BCS3,Jet <90T,AO SAMPLE,BCS3,J,3.15,65318,0,999999,0,NA,NA,1,0,270,999999,999999,5.2625317450724696,4.54538101949296,NA,483.18946949671101,676.82016540317795,NA,2
NA,NA,BD12,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,592,0,999999,0,NA,NA,1,0,999999,NA,999999,0.45446322907255599,NA,NA,167.85943208546701,NA,NA,1
NA,NA,BD4,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,1125,0,999999,0,NA,NA,1,0,999999,NA,999999,0.499946399497534,NA,NA,174.60428596051099,NA,NA,1
NA,NA,BDOG,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,1125,0,999999,0,NA,NA,1,0,999999,NA,999999,0.499946399497534,NA,NA,174.60428596051099,NA,NA,1
NA,NA,BE10,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,5287,0,999999,0,NA,NA,1,0,999999,NA,999999,0.86782288686728704,NA,NA,109.255354476113,NA,NA,1
NA,NA,BE12,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,28880,0,999999,0,NA,NA,1,0,999999,NA,999999,3.00678592634902,NA,NA,227.63568719945499,NA,NA,1
NA,NA,BE17,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,2132,0,999999,0,NA,NA,1,0,999999,NA,999999,0.58587801791770999,NA,NA,187.347377615612,NA,NA,1
NA,NA,BE18,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,3888,0,999999,0,NA,NA,1,0,999999,NA,999999,0.73569117114828997,NA,NA,209.563679110392,NA,NA,1
NA,NA,BE19,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,980,0,999999,0,NA,NA,1,0,999999,NA,999999,0.48757292911925698,NA,NA,172.76938199825699,NA,NA,1
NA,NA,BE20,Turbo Prop,AO SAMPLE,BE20,T,3.15,5785,0,999999,0,NA,NA,1,0,999999,NA,999999,0.803449265486056,NA,NA,216.35144633578301,NA,NA,1
NA,NA,BE23,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,1280,0,999999,0,NA,NA,1,0,999999,NA,999999,0.51317321266052096,NA,NA,176.56573502360999,NA,NA,1
NA,NA,BE24,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,1125,0,999999,0,NA,NA,1,0,999999,NA,999999,0.499946399497534,NA,NA,174.60428596051099,NA,NA,1
NA,NA,BE30,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,6404,0,999999,0,NA,NA,1,0,999999,NA,999999,0.96909230078722897,NA,NA,114.860082885747,NA,NA,1
NA,NA,BE32,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,5860,0,999999,0,NA,NA,1,0,999999,NA,999999,0.91977861394836602,NA,NA,112.13083018336501,NA,NA,1
NA,NA,BE33,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,1448,0,999999,0,NA,NA,1,0,999999,NA,999999,0.52752450601817102,NA,NA,178.69393707528701,NA,NA,1
NA,NA,BE35,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,1452,0,999999,0,NA,NA,1,0,999999,NA,999999,0.52789294203762704,NA,NA,178.74857370440299,NA,NA,1
NA,NA,BE36,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,1632,0,999999,0,NA,NA,1,0,999999,NA,999999,0.543247588142454,NA,NA,181.02556634393099,NA,NA,1
NA,NA,BE40,"Jet <43,3T",AO SAMPLE,BE40,J,3.15,7223,0,999999,0,NA,NA,1,0,350,999999,999999,1.44832484825046,1.0605531189687101,NA,172.06614450189099,307.78624975050201,NA,2
NA,NA,BE4W,"Jet <43,3T",AO SAMPLE,BE4W,J,3.15,7220,0,999999,0,NA,NA,1,0,299,999999,999999,1.1907590005203099,0.96747979258772498,NA,147.31676533364299,214.07724850548499,NA,2
NA,NA,BE50,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,2762,0,999999,0,NA,NA,1,0,999999,NA,999999,0.639675904111908,NA,NA,195.32524894198801,NA,NA,1
NA,NA,BE55,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,2237,0,999999,0,NA,NA,1,0,999999,NA,999999,0.59480688170068097,NA,NA,188.67146916252,NA,NA,1
NA,NA,BE56,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,2645,0,999999,0,NA,NA,1,0,999999,NA,999999,0.62965450277327095,NA,NA,193.83914128896501,NA,NA,1
NA,NA,BE58,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,2459,0,999999,0,NA,NA,1,0,999999,NA,999999,0.61379958977970905,NA,NA,191.48796237280999,NA,NA,1
NA,NA,BE60,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,3117,0,999999,0,NA,NA,1,0,999999,NA,999999,0.66989444813907995,NA,NA,199.80645950570701,NA,NA,1
NA,NA,BE65,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,3854,0,999999,0,NA,NA,1,0,999999,NA,999999,0.73283196729981903,NA,NA,209.13967805732801,NA,NA,1
NA,NA,BE70,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,3920,0,999999,0,NA,NA,1,0,999999,NA,999999,0.738455707823642,NA,NA,209.97364164671501,NA,NA,1
NA,NA,BE76,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,1805,0,999999,0,NA,NA,1,0,999999,NA,999999,0.55797370885773201,NA,NA,183.20935281797699,NA,NA,1
NA,NA,BE77,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,761,0,999999,0,NA,NA,1,0,999999,NA,999999,0.46888472213413401,NA,NA,169.998044289749,NA,NA,1
NA,NA,BE80,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,3920,0,999999,0,NA,NA,1,0,999999,NA,999999,0.738455707823642,NA,NA,209.97364164671501,NA,NA,1
NA,NA,BE95,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,1813,0,999999,0,NA,NA,1,0,999999,NA,999999,0.558658475817011,NA,NA,183.31089923691999,NA,NA,1
NA,NA,BE99,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,4805,0,999999,0,NA,NA,1,0,999999,NA,999999,0.82413751383895295,NA,NA,106.837599284096,NA,NA,1
NA,NA,BE9L,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,4558,0,999999,0,NA,NA,1,0,999999,NA,999999,0.801704359646778,NA,NA,105.59604241364799,NA,NA,1
NA,NA,BE9T,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,5116,0,999999,0,NA,NA,1,0,999999,NA,999999,0.85235286926468601,NA,NA,108.399170522847,NA,NA,1
NA,NA,BELF,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,105125,0,999999,0,NA,NA,1,0,999999,NA,999999,9.9192043683120197,NA,NA,610.20162217737698,NA,NA,1
NA,NA,BER2,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,41394,0,999999,0,NA,NA,1,0,999999,NA,999999,3.9362323697264201,NA,NA,684.18280754324996,NA,NA,1
NA,NA,BK17,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,3384,0,999999,0,NA,NA,1,0,999999,NA,999999,0.69526241579954495,NA,NA,99.705041729780703,NA,NA,1
NA,NA,BL17,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,1445,0,999999,0,NA,NA,1,0,999999,NA,999999,0.52725336860821603,NA,NA,178.65372918755401,NA,NA,1
NA,NA,BL8,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,845,0,999999,0,NA,NA,1,0,999999,NA,999999,0.47605280152568802,NA,NA,171.06102313684801,NA,NA,1
NA,NA,BLCF,Heavy Jet,REG AVG_FUEL_PER_NM,Heavy Jet,J,3.15,379236,0,999999,0,NA,NA,1,0,999999,NA,999999,19.295927409304898,NA,NA,2614.32688267402,NA,NA,1
NA,NA,BLEN,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,5445,0,999999,0,NA,NA,1,0,999999,NA,999999,0.86859048249173199,NA,NA,229.27176952559199,NA,NA,1
